AFFGEOID,County Name,Total Pop,Total Pop Under 18,Pct_Below_Poverty,Pct_Below_Poverty_U18,Pct_Below_Poverty_65Over,Pct_Below_Poverty_Male,Pct_Below_Poverty_Female
0500000US51013,"Arlington County, Virginia",231549,42025,6.5,4.6,8.9,6.1,6.9
0500000US51015,"Augusta County, Virginia",74872,13699,7.3,8.6,11,5.2,9.5
0500000US51019,"Bedford County, Virginia",80041,15132,7.1,3,6.8,6.4,7.9
0500000US51041,"Chesterfield County, Virginia",372794,87299,6.4,7.3,6.4,5.3,7.3
0500000US51059,"Fairfax County, Virginia",1127335,254910,5.6,5.6,5.7,4.9,6.3
0500000US51061,"Fauquier County, Virginia",74184,16347,5.8,9.7,3.3,4.5,7.1
0500000US51069,"Frederick County, Virginia",93870,21245,6.6,9.5,6,6.9,6.3
0500000US51085,"Hanover County, Virginia",110493,23870,4.4,4,4.8,4.8,4.1
0500000US51087,"Henrico County, Virginia",329554,71629,9.1,11.5,8.6,7.7,10.4
0500000US51095,"James City County, Virginia",80295,15608,6.9,9.1,3.5,5.4,8.4
0500000US51107,"Loudoun County, Virginia",429978,112783,3.7,4.2,4.1,3,4.5
0500000US51121,"Montgomery County, Virginia",87154,14522,22.2,11.1,5.3,22.9,21.6
0500000US51153,"Prince William County, Virginia",481669,126021,6.9,9.1,5.5,6.3,7.4
0500000US51161,"Roanoke County, Virginia",94576,18256,7.4,9,7.3,5.1,9.5
0500000US51165,"Rockingham County, Virginia",83158,18088,11.8,14.2,6.2,9.9,13.6
0500000US51177,"Spotsylvania County, Virginia",145597,34499,9.4,11.4,9.7,8.4,10.4
0500000US51179,"Stafford County, Virginia",159190,41791,4.2,5.8,3.7,3.3,5.2
0500000US51199,"York County, Virginia",70191,16205,3.8,1.7,4.6,3.6,4.1
0500000US51510,"Alexandria city, Virginia",154495,27894,8.1,10.5,6.7,7,9.1
0500000US51550,"Chesapeake city, Virginia",248443,59741,8.4,10.2,6.3,7,9.7
0500000US51650,"Hampton city, Virginia",134874,29118,13.6,20.5,9.7,13.5,13.7
0500000US51680,"Lynchburg city, Virginia",68830,14712,20.2,26.3,9,17.6,22.4
0500000US51700,"Newport News city, Virginia",177415,41887,16.9,24.5,12.1,14.7,18.9
0500000US51710,"Norfolk city, Virginia",216007,46392,17.7,24.6,14.7,15.2,20.1
0500000US51740,"Portsmouth city, Virginia",94510,22280,20.1,25,13.9,18.3,21.7
0500000US51760,"Richmond city, Virginia",218414,37586,21.7,31.6,17.2,19.7,23.6
0500000US51770,"Roanoke city, Virginia",96230,21566,20.2,25.8,19.5,20.4,20
0500000US51800,"Suffolk city, Virginia",97025,22524,11.9,15.5,9.2,11.5,12.4
0500000US51810,"Virginia Beach city, Virginia",447930,97850,10,14.4,8.8,8.1,11.7
0500000US53005,"Benton County, Washington",210444,53430,11.6,14.9,11.9,10.5,12.7
0500000US53007,"Chelan County, Washington",79103,17453,7.1,9.7,7.9,4.9,9.4
0500000US53009,"Clallam County, Washington",76218,12448,11.8,12.8,7.6,12.8,10.8
0500000US53011,"Clark County, Washington",513193,112632,8.5,8.9,8.2,7.8,9.3
0500000US53015,"Cowlitz County, Washington",110890,24356,13.4,17.1,8.1,12.4,14.4
0500000US53021,"Franklin County, Washington",96452,29847,8.9,10.1,7.6,8.1,9.7
0500000US53025,"Grant County, Washington",100907,28701,15.1,17,13.3,13.9,16.2
0500000US53027,"Grays Harbor County, Washington",73723,13901,22.7,41.5,12.8,20.6,24.8
0500000US53029,"Island County, Washington",84329,14278,5,2.6,3.1,4.7,5.4
0500000US53033,"King County, Washington",2236093,430763,8.5,9.3,10.2,7.4,9.6
0500000US53035,"Kitsap County, Washington",270819,53202,9.9,11.8,9.1,9.6,10.2
0500000US53041,"Lewis County, Washington",84185,17110,10.4,9.6,9.2,8.8,12
0500000US53045,"Mason County, Washington",66323,13279,10.9,9,10.1,9,12.8
0500000US53053,"Pierce County, Washington",904534,206729,8.9,9.9,7.8,7.9,9.8
0500000US53057,"Skagit County, Washington",129350,26345,12,14.3,8.2,11.3,12.8
0500000US53061,"Snohomish County, Washington",831229,180678,8.6,8.5,10.5,7.6,9.6
0500000US53063,"Spokane County, Washington",536902,115271,12.2,16.3,8.4,11.5,12.9
0500000US53067,"Thurston County, Washington",293642,59487,8.7,10.1,5.1,8.1,9.2
0500000US53073,"Whatcom County, Washington",225080,40670,11.6,10.9,7.1,10.5,12.7
0500000US53077,"Yakima County, Washington",253529,72576,16.6,21.9,17.1,16.4,16.8
0500000US54003,"Berkeley County, West Virginia",127976,28661,11.7,13.2,9.6,9.4,14.1
0500000US54011,"Cabell County, West Virginia",88550,17944,19.6,20.8,6.2,19,20.1
0500000US54033,"Harrison County, West Virginia",63929,13457,14.3,21.5,9.4,14.2,14.4
0500000US54039,"Kanawha County, West Virginia",172439,33754,18.4,29.9,12.6,16.7,19.9
0500000US54061,"Monongalia County, West Virginia",100513,17059,20.2,16.8,8.2,17.5,23.2
0500000US54081,"Raleigh County, West Virginia",69490,15138,20.2,33.6,12.9,19.5,20.8
0500000US54107,"Wood County, West Virginia",82048,16862,20.9,33.3,10.7,20.7,21.1
0500000US55009,"Brown County, Wisconsin",263857,60592,9.9,13.3,7.3,9.6,10.2
0500000US55017,"Chippewa County, Wisconsin",64233,13820,10,15,10.6,8.1,12
0500000US55025,"Dane County, Wisconsin",553762,109176,10.4,6.3,6.1,10,10.8
0500000US55027,"Dodge County, Wisconsin",84197,16546,8.8,11.7,8.9,7.2,10.3
0500000US55035,"Eau Claire County, Wisconsin",102352,20308,11.5,5.7,8.8,10.2,12.8
0500000US55039,"Fond du Lac County, Wisconsin",100506,20886,9.6,13.2,8.5,7.9,11.3
0500000US55055,"Jefferson County, Wisconsin",82102,16272,8.1,12.1,5,7.6,8.6
0500000US55059,"Kenosha County, Wisconsin",164594,35655,9,9.9,10.4,6.7,11.2
0500000US55063,"La Crosse County, Wisconsin",116002,22483,11.8,9.1,8.2,11.7,11.8
0500000US55071,"Manitowoc County, Wisconsin",80349,15522,11.2,15.8,13,7.6,14.9
0500000US55073,"Marathon County, Wisconsin",136502,30341,11.7,17.3,11,10.1,13.4
0500000US55079,"Milwaukee County, Wisconsin",902324,214706,17.1,22.4,15.3,15.7,18.4
0500000US55087,"Outagamie County, Wisconsin",189272,43232,7.2,8.7,7,6.6,7.8
0500000US55089,"Ozaukee County, Wisconsin",91390,19209,7.1,8.8,9.9,6.8,7.3
0500000US55097,"Portage County, Wisconsin",67824,12845,9.1,9,4,6.6,11.7
0500000US55101,"Racine County, Wisconsin",191468,43741,8,6.8,9,6.6,9.4
0500000US55105,"Rock County, Wisconsin",161868,36144,9.8,13.7,7.9,8.5,11.1
0500000US55109,"St. Croix County, Wisconsin",95181,21821,5.6,4.7,4,5.1,6
0500000US55111,"Sauk County, Wisconsin",65161,14257,8.9,11.5,6.1,7.6,10.3
0500000US55117,"Sheboygan County, Wisconsin",114283,24173,10,13,11.3,8.9,11
0500000US55127,"Walworth County, Wisconsin",102082,19711,10,13.3,6.3,10.2,9.9
0500000US55131,"Washington County, Wisconsin",137221,28005,6.3,8.4,6.7,5.4,7.4
0500000US55133,"Waukesha County, Wisconsin",407085,84252,5.2,5,7.8,4.3,6.2
0500000US55139,"Winnebago County, Wisconsin",163930,33479,12,17.3,7.8,10.5,13.5
0500000US55141,"Wood County, Wisconsin",73277,15532,11.5,11.8,13.7,9.3,13.6
0500000US56021,"Laramie County, Wyoming",99106,21880,10.7,12.2,9.1,11.5,9.8
0500000US56025,"Natrona County, Wyoming",78706,18349,9,12.5,7.9,7.3,10.6
0500000US72013,"Arecibo Municipio, Puerto Rico",84098,13442,36.8,53.6,38.9,36.4,37.3
0500000US72021,"Bayamón Municipio, Puerto Rico",176581,27514,39.1,57.6,36.7,34.6,42.9
0500000US72025,"Caguas Municipio, Puerto Rico",124646,19655,39.9,51.3,43.7,38.5,41.2
0500000US72031,"Carolina Municipio, Puerto Rico",151185,23381,30.7,53.8,24.2,27.2,33.6
0500000US72061,"Guaynabo Municipio, Puerto Rico",88772,12242,29.2,34.6,32.1,28.3,29.9
0500000US72097,"Mayagüez Municipio, Puerto Rico",69274,10853,50.9,71.8,39.6,49.3,52.4
0500000US72113,"Ponce Municipio, Puerto Rico",128156,22543,53.2,71.7,45.3,49.2,56.5
0500000US72127,"San Juan Municipio, Puerto Rico",330936,50952,38.3,54.8,36.2,35.4,40.7
0500000US72135,"Toa Alta Municipio, Puerto Rico",65885,10890,28.1,48.1,27.8,27.1,28.9
0500000US72137,"Toa Baja Municipio, Puerto Rico",72613,11665,33.7,53.6,37.5,30.3,36.7
0500000US72139,"Trujillo Alto Municipio, Puerto Rico",66604,10557,30.3,35.8,33.3,31,29.7
